period,msn,Item,seriesDescription,value,unit
2006,GDPRVUS,GDP_Nominal,"U.S. Gross Domestic Product, Nominal in Billion Dollars",13815.6,Billion Dollars
2007,GDPRVUS,GDP_Nominal,"U.S. Gross Domestic Product, Nominal in Billion Dollars",14474.2,Billion Dollars
2008,GDPRVUS,GDP_Nominal,"U.S. Gross Domestic Product, Nominal in Billion Dollars",14769.9,Billion Dollars
2009,GDPRVUS,GDP_Nominal,"U.S. Gross Domestic Product, Nominal in Billion Dollars",14478.1,Billion Dollars
2010,GDPRVUS,GDP_Nominal,"U.S. Gross Domestic Product, Nominal in Billion Dollars",15049,Billion Dollars
2011,GDPRVUS,GDP_Nominal,"U.S. Gross Domestic Product, Nominal in Billion Dollars",15599.7,Billion Dollars
2012,GDPRVUS,GDP_Nominal,"U.S. Gross Domestic Product, Nominal in Billion Dollars",16254,Billion Dollars
2013,GDPRVUS,GDP_Nominal,"U.S. Gross Domestic Product, Nominal in Billion Dollars",16880.7,Billion Dollars
2014,GDPRVUS,GDP_Nominal,"U.S. Gross Domestic Product, Nominal in Billion Dollars",17608.1,Billion Dollars
2015,GDPRVUS,GDP_Nominal,"U.S. Gross Domestic Product, Nominal in Billion Dollars",18295,Billion Dollars
2016,GDPRVUS,GDP_Nominal,"U.S. Gross Domestic Product, Nominal in Billion Dollars",18804.9,Billion Dollars
2017,GDPRVUS,GDP_Nominal,"U.S. Gross Domestic Product, Nominal in Billion Dollars",19612.1,Billion Dollars
2018,GDPRVUS,GDP_Nominal,"U.S. Gross Domestic Product, Nominal in Billion Dollars",20656.5,Billion Dollars
2019,GDPRVUS,GDP_Nominal,"U.S. Gross Domestic Product, Nominal in Billion Dollars",21540,Billion Dollars
2020,GDPRVUS,GDP_Nominal,"U.S. Gross Domestic Product, Nominal in Billion Dollars",21354.1,Billion Dollars
2021,GDPRVUS,GDP_Nominal,"U.S. Gross Domestic Product, Nominal in Billion Dollars",23681.2,Billion Dollars
2022,GDPRVUS,GDP_Nominal,"U.S. Gross Domestic Product, Nominal in Billion Dollars",26006.9,Billion Dollars
2023,GDPRVUS,GDP_Nominal,"U.S. Gross Domestic Product, Nominal in Billion Dollars",27720.7,Billion Dollars
2024,GDPRVUS,GDP_Nominal,"U.S. Gross Domestic Product, Nominal in Billion Dollars",29183.8,Billion Dollars
1949,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",2261.9,Billion chained (2017) dollars
1950,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",2458.5,Billion chained (2017) dollars
1951,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",2656.3,Billion chained (2017) dollars
1952,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",2764.8,Billion chained (2017) dollars
1953,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",2894.4,Billion chained (2017) dollars
1954,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",2877.7,Billion chained (2017) dollars
1955,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",3083,Billion chained (2017) dollars
1956,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",3148.8,Billion chained (2017) dollars
1957,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",3215.1,Billion chained (2017) dollars
1958,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",3191.2,Billion chained (2017) dollars
1959,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",3412.4,Billion chained (2017) dollars
1960,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",3500.3,Billion chained (2017) dollars
1961,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",3590.1,Billion chained (2017) dollars
1962,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",3810.1,Billion chained (2017) dollars
1963,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",3976.1,Billion chained (2017) dollars
1964,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",4205.3,Billion chained (2017) dollars
1965,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",4478.6,Billion chained (2017) dollars
1966,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",4773.9,Billion chained (2017) dollars
1967,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",4904.9,Billion chained (2017) dollars
1968,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",5145.9,Billion chained (2017) dollars
1969,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",5306.6,Billion chained (2017) dollars
1970,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",5316.4,Billion chained (2017) dollars
1971,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",5491.4,Billion chained (2017) dollars
1972,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",5780,Billion chained (2017) dollars
1973,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",6106.4,Billion chained (2017) dollars
1974,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",6073.4,Billion chained (2017) dollars
1975,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",6060.9,Billion chained (2017) dollars
1976,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",6387.4,Billion chained (2017) dollars
1977,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",6682.8,Billion chained (2017) dollars
1978,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",7052.7,Billion chained (2017) dollars
1979,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",7276,Billion chained (2017) dollars
1980,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",7257.3,Billion chained (2017) dollars
1981,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",7441.5,Billion chained (2017) dollars
1982,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",7307.3,Billion chained (2017) dollars
1983,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",7642.3,Billion chained (2017) dollars
1984,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",8195.3,Billion chained (2017) dollars
1985,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",8537,Billion chained (2017) dollars
1986,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",8832.6,Billion chained (2017) dollars
1987,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",9137.7,Billion chained (2017) dollars
1988,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",9519.4,Billion chained (2017) dollars
1989,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",9869,Billion chained (2017) dollars
1990,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",10055.1,Billion chained (2017) dollars
1991,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",10044.2,Billion chained (2017) dollars
1992,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",10398,Billion chained (2017) dollars
1993,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",10684.2,Billion chained (2017) dollars
1994,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",11114.6,Billion chained (2017) dollars
1995,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",11413,Billion chained (2017) dollars
1996,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",11843.6,Billion chained (2017) dollars
1997,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",12370.3,Billion chained (2017) dollars
1998,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",12924.9,Billion chained (2017) dollars
1999,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",13543.8,Billion chained (2017) dollars
2000,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",14096,Billion chained (2017) dollars
2001,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",14230.7,Billion chained (2017) dollars
2002,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",14472.7,Billion chained (2017) dollars
2003,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",14877.3,Billion chained (2017) dollars
2004,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",15449.8,Billion chained (2017) dollars
2005,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",15988,Billion chained (2017) dollars
2006,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",16433.1,Billion chained (2017) dollars
2007,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",16762.4,Billion chained (2017) dollars
2008,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",16781.5,Billion chained (2017) dollars
2009,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",16349.1,Billion chained (2017) dollars
2010,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",16789.8,Billion chained (2017) dollars
2011,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",17052.4,Billion chained (2017) dollars
2012,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",17442.8,Billion chained (2017) dollars
2013,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",17812.2,Billion chained (2017) dollars
2014,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",18261.7,Billion chained (2017) dollars
2015,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",18799.6,Billion chained (2017) dollars
2016,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",19141.7,Billion chained (2017) dollars
2017,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",19612.1,Billion chained (2017) dollars
2018,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",20193.9,Billion chained (2017) dollars
2019,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",20715.7,Billion chained (2017) dollars
2020,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",20267.6,Billion chained (2017) dollars
2021,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",21494.8,Billion chained (2017) dollars
2022,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",22034.8,Billion chained (2017) dollars
2023,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",22671.1,Billion chained (2017) dollars
2024,GDPRXUS,GDP_Real,"U.S. Gross Domestic Product, Real in Billion chained (2017) dollars",23303.5,Billion chained (2017) dollars
1949,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",149.2,Million people
1950,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",152.3,Million people
1951,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",154.9,Million people
1952,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",157.6,Million people
1953,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",160.2,Million people
1954,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",163,Million people
1955,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",165.9,Million people
1956,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",168.9,Million people
1957,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",172,Million people
1958,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",174.9,Million people
1959,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",177.8,Million people
1960,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",180.7,Million people
1961,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",183.7,Million people
1962,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",186.5,Million people
1963,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",189.2,Million people
1964,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",191.9,Million people
1965,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",194.3,Million people
1966,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",196.6,Million people
1967,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",198.7,Million people
1968,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",200.7,Million people
1969,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",202.7,Million people
1970,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",205.1,Million people
1971,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",207.7,Million people
1972,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",209.9,Million people
1973,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",211.9,Million people
1974,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",213.9,Million people
1975,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",216,Million people
1976,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",218,Million people
1977,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",220.2,Million people
1978,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",222.6,Million people
1979,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",225.1,Million people
1980,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",227.2,Million people
1981,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",229.5,Million people
1982,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",231.7,Million people
1983,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",233.8,Million people
1984,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",235.8,Million people
1985,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",237.9,Million people
1986,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",240.1,Million people
1987,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",242.3,Million people
1988,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",244.5,Million people
1989,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",246.8,Million people
1990,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",249.6,Million people
1991,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",253,Million people
1992,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",256.5,Million people
1993,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",259.9,Million people
1994,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",263.1,Million people
1995,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",266.3,Million people
1996,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",269.4,Million people
1997,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",272.6,Million people
1998,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",275.9,Million people
1999,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",279,Million people
2000,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",282.2,Million people
2001,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",285,Million people
2002,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",287.6,Million people
2003,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",290.1,Million people
2004,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",292.8,Million people
2005,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",295.5,Million people
2006,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",298.4,Million people
2007,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",301.2,Million people
2008,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",304.1,Million people
2009,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",306.8,Million people
2010,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",309.3,Million people
2011,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",311.6,Million people
2012,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",313.8,Million people
2013,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",316,Million people
2014,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",318.3,Million people
2015,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",320.6,Million people
2016,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",322.9,Million people
2017,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",325,Million people
2018,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",326.7,Million people
2019,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",328.2,Million people
2020,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",331.6,Million people
2021,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",332.1,Million people
2022,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",334,Million people
2023,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",336.8,Million people
2024,TPOPPUS,POP_US,"Total Resident Population, United States in Million people",340.1,Million people
